loan_id,customer_id,account_id,loan_type,principle,interest,term_months,status,start_date,end_date
5815,29356,67107,Personal,147339.0,13.73,36,Closed,2023-09-16,2025-09-03
5816,18826,25554,Personal,313777.81,8.55,47,Active,2026-05-30 19:18:46.871131,2025-07-12
5817,28820,59115,,279776.5,5.04,31,Active,2027-05-16 19:18:46.871131,2027-10-22
5818,13477,41347,Personal,467021.72,6.56,37,Active,2023-03-21,2026-10-16
5819,2847,21352,,330187.52,13.2,23,Active,2025-06-28,2028-06-28
5820,37699,54168,Home,184076.38,11.91,48,Active,2023-07-20,2026-11-30
5821,48042,55830,Home,119474.94,6.7,22,Active,2025-06-16,2025-07-31 19:18:46.871131
5822,17090,5653,Personal,444741.38,-5.0,20,Closed,2024-08-31,2026-03-23
5823,33773,33536,Personal,0.0,7.44,40,Active,2026-02-01,2028-10-30
5824,35776,8550,Home,289049.94,-5.0,53,Closed,2024-11-27,2026-08-01
5825,42745,62451,Car,0.0,9.94,34,Active,2023-10-01,2027-06-28
5826,19447,2839,Home,497536.2,11.43,41,Closed,2024-07-17,2026-11-07
5827,870,57209,Car,364026.5,8.21,39,Active,2025-02-13,2028-09-18
5828,21021,22507,Personal,108703.28,11.42,17,Closed,2023-10-29,2025-09-23 19:18:46.871131
5829,34961,43094,Personal,27627.89,8.69,60,Active,2025-12-04,2027-11-18
5830,41989,66026,,415621.29,8.59,36,Closed,2023-08-08,2024-12-19
5831,24269,33444,Personal,228961.78,5.52,59,Closed,2027-03-04 19:18:46.871131,2025-07-16
5832,16610,20935,,188397.12,10.0,58,Closed,2026-03-13 19:18:46.871131,2024-08-03
5833,47283,45589,Home,336375.85,6.12,56,Closed,2024-01-23,2027-06-13
5834,15663,45984,Personal,126453.3,11.25,36,Active,2023-04-13,2025-10-14
5835,22191,11625,Car,435065.35,9.59,55,Active,2025-01-30,2025-01-08 19:18:46.871131
5836,23666,14338,Car,253428.44,11.97,23,Active,2024-12-30,2026-02-16 19:18:46.871131
5837,9461,29204,Home,110477.68,6.49,0,Active,2026-01-27,2026-11-13
5838,15019,46912,,176010.65,-5.0,35,Active,2025-02-19,2027-06-29
5839,41309,61312,,405287.02,-5.0,31,Active,2023-10-09,2024-05-13
5840,25442,35513,,119479.89,13.51,0,Active,2025-02-17,2029-01-28
5841,23941,49067,Car,0.0,10.2,42,Closed,2024-03-24,2025-09-28 19:18:46.871131
5842,41852,840,Personal,466899.79,6.99,0,Closed,2023-02-24,2023-08-23
5843,764,47077,Personal,-1000.0,9.54,0,Closed,2024-10-13,2027-07-29
5844,49217,26487,,454345.03,5.43,60,Closed,2026-08-18 19:18:46.871131,2025-10-22
5845,4944,42824,Personal,42890.35,5.53,35,Active,2025-02-15,2026-02-07
5846,13133,12509,,475107.04,8.5,0,Closed,2023-08-29,2026-01-28
5847,5231,66624,Car,0.0,6.93,35,Closed,2023-05-01,2026-09-19
5848,12199,2462,Car,460288.74,7.47,22,Active,2025-11-15,2026-11-18
5849,10723,43608,Home,92938.65,-5.0,34,Closed,2025-09-18,2028-03-25
5850,11679,37548,Personal,461491.14,7.51,20,Active,2025-12-23,2026-11-27
5851,47264,66836,Home,296925.47,-5.0,54,Closed,2025-07-11,2027-11-29
5852,29058,18054,Home,0.0,5.55,48,Closed,2025-12-20,2029-06-27
5853,7786,3381,Home,46498.05,6.2,39,Active,2025-11-26,2026-06-29
5854,12605,20242,Car,22296.82,-5.0,0,Closed,2025-09-16,2025-08-27 19:18:46.871131
5855,21149,28826,Personal,19413.41,6.88,15,Active,2023-06-04,2025-04-12 19:18:46.871131
5856,6811,21810,Personal,137912.26,10.08,0,Active,2025-12-02,2026-08-24
5857,15526,47207,Car,391766.8,-5.0,58,Active,2024-11-12,2025-11-30 19:18:46.871131
5858,13740,6605,Personal,245181.29,9.21,30,Active,2027-02-13 19:18:46.871131,2027-09-02
5859,33361,40790,Home,0.0,5.11,0,Closed,2024-03-30,2025-04-21
5860,46052,15963,Car,0.0,5.06,16,Active,2025-04-19,2026-04-04
5861,9435,17730,Personal,333425.95,9.23,30,Closed,2024-05-18,2027-06-22
5862,45325,1743,Car,453496.64,12.09,30,Active,2023-04-28,2027-01-29
5863,45631,53309,Personal,0.0,10.88,20,Closed,2024-07-06,2026-04-16
5864,37607,34953,Home,456364.28,10.8,57,Closed,2024-01-09,2026-11-02
5865,40863,57418,Car,0.0,5.01,20,Active,2025-07-22,2026-01-27
5866,5170,12535,Personal,281983.85,-5.0,28,Closed,2023-10-17,2027-09-09
5867,9440,53107,Personal,230463.56,12.2,37,Closed,2024-05-26,2024-11-03 19:18:46.871131
5868,39436,52925,Personal,272061.52,6.25,18,Closed,2025-03-02,2029-03-11
5869,38265,22806,Home,326927.22,7.9,53,Closed,2023-12-22,2028-01-15
5870,9344,34254,Car,216801.86,5.92,33,Closed,2026-02-25 19:18:46.871131,2029-01-03
5871,47731,16356,Car,-1000.0,9.62,50,Active,2025-10-11,2025-03-12 19:18:46.871131
5872,40108,55231,Personal,188947.37,-5.0,55,Active,2023-07-11,2027-04-27
5873,7008,64964,Personal,208866.89,7.47,50,Active,2025-04-07,2027-12-30
5874,28376,54360,Home,-1000.0,7.26,51,Active,2025-01-25,2025-07-15 19:18:46.871131
5875,49015,37708,Car,284057.08,9.35,20,Active,2024-04-09,2024-12-01 19:18:46.871131
5876,12004,39197,Home,241406.71,14.15,31,Active,2023-11-21,2024-05-25
5877,48413,53261,Home,179720.02,9.83,16,Closed,2026-12-04 19:18:46.871131,2027-08-15
5878,28435,45321,Car,0.0,-5.0,24,Active,2026-11-29 19:18:46.871131,2027-06-18
5879,43309,11891,,320184.29,7.85,15,Closed,2025-06-18,2029-05-10
5880,32249,65708,Home,433817.05,7.8,21,Active,2024-09-25,2025-01-22
5881,42687,55542,,-1000.0,13.08,0,Active,2024-10-21,2025-03-27 19:18:46.871131
5882,24468,45924,,157642.85,14.07,0,Active,2023-03-02,2023-12-29
5883,34417,8411,,165672.51,9.1,0,Active,2025-03-07,2029-02-24
5884,29986,28175,Personal,143392.67,8.29,31,Closed,2024-12-13,2028-02-06
5885,531,32525,Car,50452.9,11.2,54,Closed,2025-10-08,2026-03-27
5886,13614,8511,Car,453271.97,5.39,0,Closed,2024-06-08,2025-02-05
5887,12566,21490,Car,-1000.0,6.23,44,Active,2026-03-19 19:18:46.871131,2026-12-29
5888,2342,41139,Personal,72872.2,8.6,56,Closed,2023-04-06,2026-02-13 19:18:46.871131
5889,6991,69799,Home,266423.13,6.76,48,Closed,2026-08-30 19:18:46.871131,2028-05-22
5890,26423,13254,Personal,425511.48,14.87,0,Closed,2025-01-29,2028-09-07
5891,43648,14327,Personal,98144.53,13.16,36,Active,2023-08-19,2026-12-27
5892,40152,34025,,462222.48,13.39,33,Closed,2025-12-18,2025-09-09 19:18:46.871131
5893,30209,2358,,0.0,8.67,36,Closed,2025-08-23,2028-12-30
5894,7244,37764,,-1000.0,13.59,58,Closed,2026-01-23,2030-02-14
5895,20382,4585,Home,32786.39,-5.0,30,Closed,2023-03-22,2023-08-13
5896,7152,26513,Home,415456.67,6.83,0,Closed,2027-06-21 19:18:46.871131,2024-03-30
5897,40065,11139,Personal,204964.7,-5.0,50,Active,2023-03-12,2027-02-22
5898,14332,35771,Car,56024.01,8.39,0,Active,2026-06-08 19:18:46.871131,2028-01-01
5899,16073,50533,Car,0.0,14.48,19,Closed,2026-04-22 19:18:46.871131,2025-05-31 19:18:46.871131
5900,5795,51276,Car,58294.83,7.39,33,Closed,2023-03-26,2025-03-07
5901,4233,54002,Personal,160187.34,13.45,47,Closed,2024-10-10,2025-11-14 19:18:46.871131
5902,8232,25535,Car,181384.36,6.87,56,Closed,2026-02-25 19:18:46.871131,2024-06-16
5903,48066,66973,Car,148339.98,7.58,47,Closed,2027-04-28 19:18:46.871131,2025-01-11
5904,44579,13723,Home,0.0,5.05,57,Active,2025-10-16,2028-08-22
5905,15031,24424,,490735.94,7.9,13,Closed,2025-01-18,2026-03-30
5906,39995,68668,,176411.28,9.07,56,Active,2026-09-21 19:18:46.871131,2026-06-19
5907,8360,21426,,0.0,12.57,0,Active,2024-04-23,2025-09-17 19:18:46.871131
5908,35110,58055,Car,139180.69,12.58,34,Closed,2023-07-06,2024-11-12 19:18:46.871131
5909,33434,39646,Car,342903.3,5.89,52,Closed,2026-03-07 19:18:46.871131,2024-06-25
5910,37745,24727,,398136.68,13.68,19,Active,2023-08-11,2025-01-22 19:18:46.871131
5911,8824,44058,Home,361249.93,13.72,0,Closed,2025-06-20,2027-08-28
5912,16206,7983,,18577.21,6.49,49,Closed,2026-11-19 19:18:46.871131,2026-01-17 19:18:46.871131
5913,38735,52514,Home,37529.24,14.14,39,Active,2025-09-26,2028-04-25
5914,5457,25675,Car,189185.24,12.19,37,Closed,2024-03-31,2025-11-28
5915,46853,26952,Home,-1000.0,-5.0,48,Closed,2024-09-08,2028-01-28
5916,46376,24342,Personal,150290.53,7.42,15,Closed,2025-03-07,2027-10-17
5917,362,62110,Car,0.0,7.44,30,Active,2027-01-07 19:18:46.871131,2026-04-06
5918,18122,69338,Personal,0.0,14.14,19,Active,2024-02-15,2027-11-22
5919,40713,30984,,360897.24,8.74,15,Closed,2025-10-27,2028-08-20
5920,13699,6218,Home,-1000.0,8.49,16,Closed,2025-03-14,2028-04-14
5921,49930,56677,Personal,296531.68,-5.0,0,Closed,2023-11-24,2025-09-27
5922,38103,19952,Car,146107.25,11.15,36,Active,2026-09-01 19:18:46.871131,2026-08-28
5923,38982,66001,Car,357966.38,10.03,16,Active,2025-09-06,2029-08-02
5924,30301,24426,Personal,401551.67,11.58,42,Closed,2024-10-28,2026-05-21
5925,47570,61065,,0.0,14.92,40,Active,2025-06-04,2027-03-12
5926,36189,9783,,416343.26,11.23,51,Closed,2023-06-11,2025-02-09
5927,719,42582,Car,0.0,13.89,19,Closed,2027-03-29 19:18:46.871131,2025-12-14
5928,4604,67715,Personal,0.0,5.64,49,Closed,2024-02-12,2025-08-15 19:18:46.871131
5929,16931,20632,,367190.55,7.22,56,Closed,2024-01-31,2026-05-03
5930,4265,48350,Car,0.0,11.6,0,Active,2023-05-30,2024-05-07
5931,31917,40611,Home,256192.08,5.42,34,Closed,2024-11-15,2026-12-12
5932,26518,37111,,478916.59,11.1,59,Closed,2026-12-02 19:18:46.871131,2029-07-04
5933,9082,3902,,255321.14,6.73,15,Active,2025-12-03,2027-07-08
5934,49286,11370,Home,384860.19,10.28,24,Active,2024-06-20,2024-12-27 19:18:46.871131
5935,9318,39673,Personal,376388.77,7.2,0,Active,2024-07-16,2025-12-17
5936,8825,46809,Home,219576.41,9.87,55,Active,2025-08-29,2028-07-27
5937,43450,11984,Car,483015.74,5.71,37,Closed,2025-07-16,2029-04-10
5938,3521,11502,Car,167807.23,-5.0,51,Closed,2026-03-05 19:18:46.871131,2025-07-31
5939,19577,51886,,468083.68,6.03,54,Closed,2024-07-05,2025-06-14
5940,23702,30746,,242636.02,-5.0,0,Active,2025-05-04,2025-12-12
5941,8973,58339,,328234.39,6.09,21,Active,2027-04-17 19:18:46.871131,2026-06-28
5942,2037,10156,Car,96494.25,-5.0,39,Active,2023-05-20,2024-08-11
5943,915,30586,,-1000.0,7.95,38,Closed,2025-03-18,2028-07-14
5944,47986,34312,Personal,128075.11,11.95,0,Active,2025-02-03,2026-03-05
5945,22348,4326,,151490.15,9.67,0,Closed,2024-01-17,2025-09-03
5946,45766,44923,Home,246181.05,6.27,34,Closed,2023-06-08,2024-08-12
5947,17606,65764,Home,119204.53,7.57,27,Active,2024-02-16,2025-11-27 19:18:46.871131
5948,9648,25977,Home,85814.67,11.97,46,Closed,2024-09-10,2025-02-27 19:18:46.871131
5949,10218,66919,Car,173641.41,13.2,57,Active,2025-09-17,2027-06-25
5950,47151,39102,Personal,425474.79,6.22,58,Closed,2027-03-27 19:18:46.871131,2027-05-11
5951,48265,17376,,0.0,-5.0,0,Active,2026-03-17 19:18:46.871131,2026-03-10
5952,21117,39261,Car,199396.7,6.54,14,Active,2025-02-24,2028-02-21
5953,554,55976,Car,-1000.0,-5.0,16,Active,2027-02-14 19:18:46.871131,2029-02-05
5954,17930,46807,Home,51551.99,10.42,0,Closed,2024-12-18,2027-08-31
5955,1940,6175,,472625.19,-5.0,18,Closed,2026-10-04 19:18:46.871131,2024-11-25 19:18:46.871131
5956,12461,40945,Car,14888.43,-5.0,20,Closed,2023-06-08,2024-12-01 19:18:46.871131
5957,40347,47719,Personal,-1000.0,8.67,31,Active,2023-08-15,2026-12-08
5958,43500,8664,,45489.94,14.91,29,Closed,2023-03-14,2023-10-21
5959,12496,8037,,211618.26,-5.0,57,Active,2026-05-27 19:18:46.871131,2027-01-15
5960,15649,18883,Personal,154174.71,11.45,13,Closed,2025-12-20,2027-11-18
5961,19561,56004,Personal,424636.32,6.83,53,Closed,2025-04-10,2027-11-26
5962,40923,61909,,30610.61,12.68,58,Active,2024-01-20,2024-12-03 19:18:46.871131
5963,5197,62832,Car,285241.87,11.25,60,Active,2024-03-11,2027-11-01
5964,3269,66993,Home,466603.79,13.23,43,Closed,2027-06-23 19:18:46.871131,2026-04-30
5965,1946,13388,,-1000.0,12.89,52,Closed,2025-03-17,2028-03-07
5966,9327,31000,,473750.85,5.67,56,Closed,2024-02-13,2024-12-20 19:18:46.871131
5967,23262,14832,Personal,91949.93,9.76,50,Active,2026-09-06 19:18:46.871131,2028-04-08
5968,12817,33664,Car,117615.57,10.8,21,Active,2026-10-20 19:18:46.871131,2024-10-23
5969,36513,37613,Car,348713.07,11.01,60,Active,2025-04-26,2028-03-21
5970,6391,67876,Personal,317747.74,6.56,53,Closed,2025-09-02,2029-10-05
5971,34558,26191,Home,41608.86,8.61,39,Active,2027-06-03 19:18:46.871131,2025-07-19
5972,13231,13764,Personal,402043.28,14.33,37,Closed,2024-11-22,2028-07-27
5973,39030,50617,Car,285006.79,-5.0,0,Closed,2026-10-16 19:18:46.871131,2027-04-17
5974,9400,7295,Home,194183.16,-5.0,54,Active,2023-09-18,2024-07-25
5975,9264,31351,Personal,472517.9,7.76,47,Closed,2024-03-03,2026-08-02
5976,12230,9036,Home,0.0,-5.0,25,Closed,2026-08-16 19:18:46.871131,2026-04-27
5977,41572,790,Car,171038.41,-5.0,13,Closed,2026-08-06 19:18:46.871131,2024-03-17
5978,31327,67412,Car,-1000.0,-5.0,0,Closed,2024-08-30,2028-07-29
5979,40387,19766,Personal,0.0,13.05,22,Active,2025-12-25,2027-03-29
5980,41157,49983,Car,252839.23,7.57,55,Closed,2026-02-01,2026-02-02 19:18:46.871131
5981,233,40047,,0.0,-5.0,0,Active,2023-11-07,2025-06-19 19:18:46.871131
5982,42733,40466,Personal,-1000.0,-5.0,0,Active,2024-03-05,2027-09-23
5983,21089,2179,,162198.64,-5.0,40,Active,2024-03-13,2028-01-07
5984,19289,35370,Car,70091.26,11.14,45,Active,2026-09-08 19:18:46.871131,2025-03-10
5985,31362,32493,,-1000.0,5.88,0,Closed,2024-03-02,2025-04-30
5986,21348,2185,Home,114850.78,10.28,0,Active,2025-07-05,2028-03-04
5987,17996,64271,Home,225284.3,9.58,53,Closed,2027-01-12 19:18:46.871131,2024-11-12 19:18:46.871131
5988,7650,16437,,0.0,5.19,34,Active,2024-08-09,2027-08-24
5989,25815,11090,,346668.91,5.02,28,Closed,2024-11-17,2025-09-16 19:18:46.871131
5990,9791,62301,Car,14966.28,13.39,55,Active,2025-11-07,2027-09-13
5991,7511,62750,,0.0,8.7,0,Active,2024-11-24,2028-06-19
5992,4463,35559,,329963.98,12.13,45,Active,2023-11-28,2024-08-03
5993,48608,2207,Home,438031.41,10.92,25,Active,2025-06-06,2027-09-12
5994,27890,59942,,398319.63,6.99,0,Active,2025-03-04,2025-11-16
5995,37078,22949,Car,413884.52,8.23,0,Closed,2023-10-22,2025-05-17 19:18:46.871131
5996,42705,51378,Home,436373.32,6.64,35,Active,2024-07-17,2025-10-26
5997,26989,41000,Car,426471.29,13.68,15,Active,2024-08-01,2027-04-30
5998,21039,56811,Home,286883.47,-5.0,14,Active,2024-01-19,2024-10-17 19:18:46.871131
5999,17147,33199,,113003.35,5.01,40,Closed,2025-12-19,2029-08-07
6000,31128,44464,Car,181429.88,9.42,26,Active,2024-08-08,2024-12-26
6001,48887,12153,Car,261151.94,12.14,49,Closed,2024-05-04,2025-11-11
6002,26096,31270,,191287.49,8.36,26,Closed,2025-08-21,2025-12-09
6003,47876,68477,Personal,166413.75,-5.0,56,Closed,2025-09-29,2026-08-10
6004,42723,36741,Home,17119.27,13.01,46,Closed,2026-09-16 19:18:46.871131,2025-03-21 19:18:46.871131
6005,44980,36489,Home,80752.93,11.98,50,Active,2024-08-14,2025-08-12 19:18:46.871131
6006,15340,44047,Personal,0.0,7.89,57,Closed,2025-11-01,2029-09-28
6007,43819,13860,,109710.25,14.88,37,Active,2025-02-17,2027-02-24
6008,27782,54879,Home,264440.71,5.17,0,Closed,2024-08-29,2028-07-10
6009,46449,29152,Car,327175.22,-5.0,26,Active,2025-09-06,2024-11-07 19:18:46.871131
6010,35429,11640,Home,0.0,9.29,53,Active,2024-09-29,2028-05-15
6011,26381,62684,Personal,456197.18,7.22,12,Active,2026-07-08 19:18:46.871131,2027-12-29
6012,28781,63545,Home,124839.21,7.01,39,Active,2026-10-27 19:18:46.871131,2026-04-29
6013,38795,22639,Car,211476.01,-5.0,35,Closed,2024-04-20,2025-03-17
6014,22747,57326,Car,65933.41,9.72,0,Active,2025-06-01,2029-05-12
6015,6575,16847,Car,288859.21,-5.0,49,Closed,2023-04-24,2025-04-06
6016,4357,44535,Car,191348.14,7.7,57,Active,2024-09-05,2025-06-25 19:18:46.871131
6017,16037,50579,Personal,472070.64,8.84,56,Active,2024-10-08,2026-02-26
6018,10379,32539,Personal,422171.64,-5.0,0,Active,2025-08-13,2027-09-12
6019,44364,68604,Home,0.0,10.41,49,Active,2023-07-27,2025-03-23
6020,31166,57401,,318577.05,6.53,25,Closed,2025-02-14,2025-09-12
6021,9220,68431,,0.0,7.16,38,Closed,2025-09-13,2026-12-26
6022,18992,4041,Car,-1000.0,13.48,0,Closed,2024-06-19,2024-10-10 19:18:46.871131
6023,991,58504,Personal,149239.08,14.76,52,Closed,2023-03-12,2025-05-16
6024,38352,12617,,373182.64,10.25,34,Active,2026-01-04,2029-02-02
6025,27944,67945,,29182.13,9.42,0,Active,2025-01-04,2024-12-02 19:18:46.871131
6026,679,28375,Car,482947.69,6.5,13,Closed,2024-12-03,2027-08-18
6027,13140,6133,,15947.36,11.68,56,Active,2025-07-22,2025-01-06 19:18:46.871131
6028,15943,63301,Car,49256.61,11.86,0,Active,2024-03-17,2025-03-11 19:18:46.871131
6029,36599,47290,Car,219466.32,9.39,16,Active,2023-04-21,2026-07-14
6030,33783,54467,Home,0.0,9.96,29,Active,2024-04-27,2026-08-18
6031,5257,17355,,403708.08,7.48,42,Closed,2026-06-19 19:18:46.871131,2026-12-24
6032,26729,21818,Home,486511.42,14.69,24,Closed,2024-12-01,2028-06-19
6033,48916,50913,Home,68694.13,12.39,37,Active,2026-08-25 19:18:46.871131,2026-07-19
6034,47535,37786,Home,190661.19,5.12,19,Active,2024-04-17,2025-08-27
6035,1144,65420,Car,282238.19,12.85,34,Active,2026-02-20 19:18:46.871131,2029-03-11
6036,28158,12331,Personal,-1000.0,13.62,32,Active,2027-02-06 19:18:46.871131,2024-06-02
6037,6013,16318,,0.0,-5.0,0,Closed,2026-11-10 19:18:46.871131,2028-04-19
6038,45624,27265,Car,84685.88,-5.0,28,Active,2026-11-01 19:18:46.871131,2026-12-18
6039,23235,5275,Home,218943.48,-5.0,48,Active,2023-12-08,2027-05-18
6040,47498,64661,,337759.34,-5.0,23,Closed,2023-05-09,2024-09-30
6041,1055,39565,,378043.68,6.86,52,Closed,2026-11-10 19:18:46.871131,2027-05-07
6042,3832,68944,Personal,411942.31,13.42,22,Active,2024-11-13,2026-01-17 19:18:46.871131
6043,11078,62542,Car,321011.27,8.44,0,Closed,2024-07-06,2025-06-11
6044,38615,20269,Personal,110957.18,11.17,32,Active,2025-03-02,2028-05-26
6045,41494,43740,,342236.39,10.85,57,Closed,2023-10-05,2025-01-09 19:18:46.871131
6046,48423,34415,Home,196682.32,9.3,37,Closed,2023-12-15,2026-01-03
6047,16553,21592,Personal,183065.64,13.46,45,Active,2025-03-13,2026-11-21
6048,14751,69539,Personal,149267.18,-5.0,29,Active,2026-07-04 19:18:46.871131,2024-11-23 19:18:46.871131
6049,38730,11855,Personal,149920.05,7.52,55,Closed,2026-08-02 19:18:46.871131,2026-05-26
6050,18191,27964,Personal,431799.55,11.6,0,Closed,2024-09-14,2027-04-05
6051,33381,37632,Personal,-1000.0,14.56,0,Active,2027-04-24 19:18:46.871131,2025-07-19 19:18:46.871131
6052,5221,59344,Personal,27013.9,7.44,34,Active,2024-01-21,2024-09-12
6053,32691,1344,Personal,-1000.0,11.14,14,Closed,2026-10-10 19:18:46.871131,2025-06-08
6054,47931,32037,Car,484045.57,-5.0,60,Closed,2024-01-26,2024-09-02
6055,35111,13237,Home,98232.85,13.99,12,Closed,2027-04-19 19:18:46.871131,2028-11-24
6056,20864,28142,Car,138443.28,14.21,0,Closed,2024-08-10,2027-03-29
6057,44291,65895,,47252.95,8.09,23,Active,2027-01-30 19:18:46.871131,2028-06-16
6058,23752,27198,Home,474507.2,10.31,25,Closed,2024-02-21,2026-01-12
6059,43963,51330,,370774.13,7.71,0,Closed,2025-01-21,2026-02-01 19:18:46.871131
6060,44452,30603,,320313.92,12.27,17,Active,2025-12-03,2026-09-17
6061,15290,35505,Home,494243.99,7.18,19,Closed,2025-12-07,2028-06-02
6062,36694,27421,Car,480321.61,-5.0,22,Closed,2026-07-29 19:18:46.871131,2027-04-22
6063,469,44626,Personal,0.0,5.98,14,Closed,2024-02-04,2025-06-06 19:18:46.871131
6064,9635,17896,Personal,232522.1,-5.0,51,Active,2023-05-29,2023-09-26
6065,12881,64062,Car,-1000.0,8.27,0,Active,2023-03-24,2025-03-17
6066,20189,55395,Car,0.0,5.6,60,Active,2024-03-09,2024-07-14
6067,13056,57492,Car,225120.21,-5.0,53,Closed,2024-11-22,2027-07-02
6068,31912,60496,Home,197675.75,7.4,0,Active,2023-09-27,2025-08-02
6069,42030,63432,,75906.09,12.29,32,Closed,2025-02-06,2027-09-23
6070,35742,51388,Personal,163427.71,6.22,21,Active,2026-05-01 19:18:46.871131,2027-11-19
6071,44259,1953,,0.0,8.18,60,Closed,2025-05-26,2026-05-25
6072,27934,3617,Car,273513.86,13.03,26,Active,2025-12-01,2028-06-23
6073,14371,37731,Car,200314.43,13.15,52,Active,2024-04-10,2027-11-03
6074,30036,49101,Home,394491.01,7.03,28,Active,2024-01-15,2026-05-06
6075,17329,8755,,72756.87,7.65,0,Active,2024-04-13,2027-03-17
6076,49947,43164,Car,493541.94,12.61,30,Active,2024-04-15,2025-07-30
6077,1566,17259,Personal,192981.13,7.17,60,Closed,2027-06-01 19:18:46.871131,2028-02-08
6078,8917,56734,Home,423503.01,6.27,55,Closed,2025-12-03,2027-04-26
6079,48561,52772,,140441.45,-5.0,51,Closed,2024-01-01,2024-07-30
6080,16718,43344,Car,83508.78,-5.0,0,Closed,2025-06-11,2025-09-15 19:18:46.871131
6081,47590,45261,Personal,273340.1,11.18,54,Active,2024-10-26,2027-05-23
6082,36923,50473,,65974.38,9.21,0,Closed,2027-05-19 19:18:46.871131,2027-12-10
6083,24750,1449,Personal,-1000.0,10.5,0,Active,2024-10-23,2025-04-15 19:18:46.871131
6084,43324,5916,,469147.72,5.28,21,Active,2023-02-18,2024-01-07
6085,16961,56885,,436791.27,-5.0,0,Closed,2025-04-24,2026-01-27 19:18:46.871131
6086,33344,69838,Home,0.0,10.3,0,Closed,2023-05-01,2023-10-15
6087,24783,68859,Car,152101.6,-5.0,13,Closed,2024-04-04,2025-03-19
6088,38607,39767,Personal,419673.18,6.87,54,Closed,2023-04-03,2025-07-16 19:18:46.871131
6089,29758,197,Personal,290860.18,5.05,36,Active,2024-02-22,2025-09-27
6090,18078,618,Personal,312044.6,-5.0,51,Active,2026-12-14 19:18:46.871131,2028-10-27
6091,26743,30268,Personal,435360.42,10.13,0,Closed,2024-07-06,2025-06-06
6092,26299,45965,Personal,330934.52,-5.0,58,Active,2025-01-22,2027-12-16
6093,19868,11383,Car,345452.73,10.55,0,Closed,2023-09-05,2024-01-30
6094,31018,23025,Car,165643.04,-5.0,12,Active,2025-05-27,2025-04-01 19:18:46.871131
6095,26730,57833,,0.0,6.32,0,Closed,2024-09-19,2025-05-13 19:18:46.871131
6096,47666,47938,,296874.7,10.04,30,Active,2025-04-26,2028-10-31
6097,47156,39923,Home,457856.95,10.17,52,Active,2025-11-16,2026-06-23
6098,23630,10890,Home,483327.9,13.72,29,Active,2025-12-03,2026-11-25
6099,46807,53242,,459693.44,14.99,13,Active,2025-10-12,2029-06-18
6100,39194,61384,Personal,23452.59,7.46,0,Closed,2024-10-24,2028-05-29
6101,39861,17920,Home,85000.26,12.99,15,Closed,2023-11-29,2025-12-26
6102,12510,57906,Home,-1000.0,-5.0,34,Closed,2025-06-20,2029-04-18
6103,29270,17403,,0.0,-5.0,32,Active,2024-01-28,2025-06-14 19:18:46.871131
6104,35059,66117,Personal,86449.68,12.89,26,Closed,2023-09-22,2025-12-26
6105,349,52348,Car,469134.75,-5.0,37,Closed,2024-05-13,2025-01-07
6106,7734,46720,Home,51185.2,10.47,35,Active,2023-09-20,2025-12-15
6107,37690,49761,Car,233907.33,-5.0,35,Closed,2025-10-16,2029-05-20
6108,40652,4319,Personal,218947.75,-5.0,45,Active,2024-10-29,2028-01-14
6109,20659,65337,Home,148335.68,7.52,34,Active,2025-10-06,2029-10-05
6110,11427,6612,,0.0,9.63,30,Closed,2024-10-02,2027-07-13
6111,23070,45528,Car,284283.37,8.34,17,Active,2026-07-06 19:18:46.871131,2025-03-13 19:18:46.871131
6112,29609,51980,Home,184833.66,10.86,52,Closed,2023-07-11,2027-06-22
6113,31631,68345,Home,-1000.0,7.17,27,Closed,2024-09-24,2025-06-04
6114,20976,26311,Personal,442341.78,12.89,24,Closed,2026-10-21 19:18:46.871131,2025-12-26
6115,28238,20840,Home,373652.67,10.08,38,Closed,2023-06-10,2025-05-18 19:18:46.871131
6116,33703,3416,Car,155198.02,7.25,45,Active,2025-02-10,2028-07-17
6117,43728,1666,Home,57563.64,8.46,51,Closed,2025-03-16,2028-09-02
6118,17638,23460,,165915.7,13.87,47,Active,2025-04-07,2028-07-17
6119,30056,28163,Car,168035.1,11.71,57,Active,2024-04-23,2026-10-11
6120,4288,43835,Car,131551.82,6.09,60,Closed,2025-03-23,2025-07-24
6121,1676,8725,Car,-1000.0,14.47,56,Active,2026-06-12 19:18:46.871131,2026-12-06
6122,73,10154,Home,459886.55,10.16,0,Closed,2023-05-02,2027-04-19
6123,47019,26883,,499558.05,12.18,35,Active,2024-11-18,2025-09-07
6124,528,51689,Car,377549.76,6.26,0,Active,2025-06-23,2027-12-07
6125,34904,11177,Car,405143.24,12.82,39,Closed,2025-09-07,2028-12-04
6126,46885,52084,Car,469199.53,13.76,50,Closed,2025-08-23,2026-02-07
6127,16508,25316,Home,194296.0,-5.0,0,Active,2025-06-17,2028-05-20
6128,45695,21481,Home,423772.43,13.88,22,Closed,2025-02-25,2026-12-14
6129,43825,48289,Car,103782.93,10.81,52,Active,2023-04-14,2025-04-22 19:18:46.871131
6130,18789,38119,Car,156316.61,6.84,28,Closed,2026-06-25 19:18:46.871131,2024-04-17
6131,36725,29337,Personal,101687.73,14.96,13,Active,2027-01-03 19:18:46.871131,2024-06-04
6132,8692,63987,,462824.74,-5.0,0,Closed,2023-10-10,2026-02-14
