account_id,customer_id,branch_id,account_type,balance,open_date,status
21948,42422,29,Loan,71514.36,2024-06-20,Inactive
21949,34612,1,Current,32147.99,2023-06-13,Unknown
21950,30706,7,Savings,77559.23,2027-11-21 19:18:46.871131,Mature
21951,49766,49,Current,80892.65,2024-01-12,Active
21952,37831,39,Current,89555.9,2024-12-18,Active
21953,30657,49,Savings,27418.96,2021-05-05,Mature
21954,40031,21,Savings,26240.2,2023-04-21,Mature
21955,19697,41,Savings,38213.36,2024-06-24,Mature
21956,37166,17,FD,67941.62,2023-07-20,Inactive
21957,38937,26,Random,16810.34,2026-04-11 19:18:46.871131,Inactive
21958,18611,35,Savings,44277.57,2027-03-11 19:18:46.871131,Closed
21959,12010,15,Savings,75858.71,2021-12-04,Mature
21960,10315,42,Current,18552.33,2022-07-28,Inactive
21961,5430,27,Savings,45154.44,2024-08-05,Mature
21962,27762,48,Checking,98263.78,2022-06-30,Active
21963,40564,48,Current,98032.12,2024-12-04,Active
21964,6187,22,Checking,81888.42,2027-07-15 19:18:46.871131,Inactive
21965,28427,32,Current,92717.77,2028-02-07 19:18:46.871131,Mature
21966,24435,44,Current,80573.28,2024-05-18,Closed
21967,24491,17,Loan,46052.17,2022-08-05,Active
21968,47825,37,Current,12164.56,2024-05-11,Inactive
21969,4973,40,Random,6932.75,2025-08-02,Active
21970,13561,20,Savings,86736.25,2025-03-09,Active
21971,49609,46,Current,95216.21,2026-08-28 19:18:46.871131,Mature
21972,23635,4,Random,93200.93,2026-01-22,Unknown
21973,4552,45,Loan,67227.66,2025-11-10,Mature
21974,31030,24,FD,25750.37,2022-03-29,Inactive
21975,26890,28,Current,62797.27,2027-02-18 19:18:46.871131,Inactive
21976,16258,5,FD,74209.76,2028-07-12 19:18:46.871131,Unknown
21977,40521,32,Random,64982.91,2022-05-05,Blocked
21978,40788,46,Savings,22127.78,2022-11-26,Mature
21979,30303,25,Current,44402.1,2021-08-06,Inactive
21980,24308,26,Current,94924.68,2022-03-13,Unknown
21981,12484,4,Loan,51812.79,2025-10-01,Blocked
21982,11395,3,Current,28549.57,2025-05-21,Active
21983,28877,38,FD,78415.45,2021-05-13,Active
21984,44435,11,Current,37862.68,2025-10-08,Unknown
21985,429,38,Current,77368.33,2025-11-09,Mature
21986,46998,39,FD,84890.92,2023-09-16,Inactive
21987,24176,19,Loan,39211.93,2024-06-24,Closed
21988,47243,19,Random,49017.82,2022-01-11,Mature
21989,6685,35,Current,37523.79,2024-04-27,Blocked
21990,32144,23,FD,67286.81,2025-12-30,Mature
21991,41714,49,Random,19424.59,2021-07-21,Blocked
21992,28793,15,FD,81872.31,2023-10-06,Active
21993,21936,3,FD,27119.66,2024-10-09,Active
21994,24146,42,FD,85394.49,2022-05-05,Active
21995,18518,27,Current,74897.45,2023-04-17,Unknown
21996,14848,32,FD,44371.53,2025-05-16,Active
21997,39919,28,Savings,89414.62,2022-07-18,Closed
21998,48523,31,Savings,40292.11,2021-09-20,Active
21999,18504,19,Random,90543.93,2025-11-25,Unknown
22000,41082,37,Savings,7831.52,2025-08-08,Active
22001,27718,42,Random,48927.63,2028-02-07 19:18:46.871131,Blocked
22002,40277,33,Savings,71381.6,2022-02-19,Mature
22003,40622,35,Savings,99363.34,2022-09-23,Inactive
22004,11850,13,Current,75828.95,2023-09-06,Mature
22005,12440,25,Current,89179.23,2025-04-14,Mature
22006,34717,33,Savings,92721.25,2024-08-17,Inactive
22007,5828,19,Current,81868.24,2021-05-12,Mature
22008,29138,37,Random,65483.71,2022-01-08,Unknown
22009,29952,45,Savings,76994.35,2023-12-02,Active
22010,45402,44,Savings,72190.29,2026-01-19,Inactive
22011,45445,16,Current,97375.66,2025-05-19,Inactive
22012,20093,9,Current,26274.66,2027-02-22 19:18:46.871131,Inactive
22013,25603,48,Savings,24349.85,2028-08-22 19:18:46.871131,Mature
22014,31250,46,Current,45531.21,2024-06-28,Active
22015,36847,4,Current,57077.09,2022-05-12,Active
22016,4761,9,Checking,4113.13,2023-06-16,Inactive
22017,23899,34,Checking,59557.23,2028-09-22 19:18:46.871131,Active
22018,6406,11,Savings,94897.57,2025-02-21,Active
22019,8172,3,Loan,52631.74,2027-08-21 19:18:46.871131,Mature
22020,4909,41,Checking,30689.48,2028-01-09 19:18:46.871131,Active
22021,19828,1,Current,92471.18,2022-06-03,Active
22022,1286,19,Current,79242.03,2023-02-25,Inactive
22023,43978,16,Savings,37094.64,2022-09-26,Mature
22024,28816,50,Savings,85107.22,2026-11-03 19:18:46.871131,Blocked
22025,3655,43,FD,80639.22,2026-02-08,Closed
22026,6652,1,Savings,32975.01,2024-05-27,Blocked
22027,41174,49,FD,82026.11,2023-09-26,Inactive
22028,43189,38,Current,12240.64,2024-04-14,Mature
22029,38948,50,Loan,6138.91,2022-03-01,Mature
22030,19822,15,Checking,61801.67,2027-04-29 19:18:46.871131,Closed
22031,8289,33,FD,39970.25,2027-07-07 19:18:46.871131,Mature
22032,25385,32,Current,88899.06,2021-06-24,Closed
22033,44754,10,FD,23919.97,2022-04-11,Mature
22034,22848,21,Current,81433.4,2025-12-20,Active
22035,19911,49,Current,74852.62,2027-11-29 19:18:46.871131,Active
22036,20928,24,Savings,67119.01,2021-05-07,Mature
22037,2495,23,Savings,72271.38,2023-04-03,Inactive
22038,21367,3,Loan,78075.69,2023-02-20,Active
22039,12764,7,Loan,42535.92,2021-02-28,Mature
22040,26937,48,Checking,22584.69,2021-09-05,Blocked
22041,18709,35,Savings,69203.83,2025-12-06,Mature
22042,6738,32,FD,20103.44,2024-04-28,Blocked
22043,14143,36,FD,22559.57,2025-06-29,Closed
22044,9765,22,Savings,29697.94,2023-01-16,Active
22045,28757,11,FD,53283.56,2023-12-28,Inactive
22046,3734,49,Savings,99438.1,2023-01-28,Active
22047,36976,31,Current,64338.68,2023-12-27,Active
22048,46675,3,FD,37756.15,2021-08-17,Inactive
22049,35201,25,Savings,72969.91,2026-08-20 19:18:46.871131,Inactive
22050,31542,9,Savings,29047.54,2027-06-03 19:18:46.871131,Active
22051,751,37,Current,20292.47,2023-08-21,Active
22052,24317,11,Savings,70756.29,2021-09-03,Active
22053,20299,30,FD,79395.67,2024-12-16,Active
22054,19438,14,Current,22378.57,2021-03-17,Active
22055,39718,23,Savings,1150.12,2021-08-18,Unknown
22056,27741,4,Current,45197.22,2025-06-23,Active
22057,18793,47,FD,81716.1,2026-02-19 19:18:46.871131,Blocked
22058,3481,37,Savings,24608.17,2022-12-14,Active
22059,4557,14,Current,23983.65,2025-02-24,Blocked
22060,3623,21,FD,98185.24,2024-07-24,Active
22061,35921,13,Savings,84137.31,2023-08-02,Mature
22062,8940,5,FD,37007.15,2022-07-03,Inactive
22063,13280,23,Current,10897.44,2022-12-05,Mature
22064,12788,40,FD,25751.85,2024-06-16,Mature
22065,11973,30,Random,18347.88,2027-10-09 19:18:46.871131,Active
22066,11501,31,Savings,65773.18,2023-12-31,Inactive
22067,41110,36,FD,96402.43,2023-01-07,Inactive
22068,37035,21,Loan,65260.7,2025-07-14,Inactive
22069,1631,44,Savings,53739.93,2024-11-10,Closed
22070,41232,27,Loan,52647.76,2023-10-30,Unknown
22071,11577,47,Savings,8717.87,2027-07-24 19:18:46.871131,Active
22072,47058,4,Checking,6795.66,2022-05-22,Closed
22073,14280,26,Checking,73137.18,2022-09-06,Closed
22074,40053,32,Loan,58565.25,2022-05-07,Mature
22075,15652,15,FD,10892.22,2021-10-21,Mature
22076,47148,12,FD,40521.05,2024-04-01,Active
22077,2313,29,FD,34042.35,2022-10-10,Inactive
22078,46040,47,Checking,3749.36,2025-04-08,Active
22079,22774,39,Current,19896.21,2024-10-01,Active
22080,27915,27,Current,94295.54,2023-12-08,Mature
22081,13774,2,Savings,85651.09,2024-09-30,Mature
22082,30896,24,Current,21430.43,2027-08-11 19:18:46.871131,Unknown
22083,48382,23,Savings,96043.28,2028-09-05 19:18:46.871131,Mature
22084,5543,42,Current,36266.16,2023-04-24,Mature
22085,26642,11,Loan,36276.56,2025-08-01,Active
22086,15822,47,FD,12956.35,2024-11-04,Inactive
22087,44673,6,Random,30540.58,2024-02-21,Closed
22088,27458,45,Random,67650.04,2028-10-28 19:18:46.871131,Active
22089,26620,29,Current,34310.28,2024-01-25,Active
22090,38726,48,FD,83706.63,2025-01-23,Mature
22091,19859,34,Current,19069.9,2027-10-04 19:18:46.871131,Active
22092,23514,12,FD,78714.75,2024-01-18,Active
22093,3286,47,Checking,36622.4,2024-11-30,Mature
22094,4743,20,FD,11166.5,2026-08-29 19:18:46.871131,Closed
22095,12242,3,FD,49762.79,2026-05-29 19:18:46.871131,Mature
22096,32459,39,Current,40672.35,2024-07-01,Active
22097,43814,42,Savings,82462.38,2024-08-01,Blocked
22098,13696,16,Random,12646.0,2023-10-19,Mature
22099,25053,27,Current,8406.07,2027-05-11 19:18:46.871131,Inactive
22100,15387,35,Loan,90555.36,2023-03-09,Active
22101,3431,43,Random,10790.54,2022-07-17,Inactive
22102,31329,12,FD,66792.22,2025-02-26,Active
22103,7753,5,Savings,47620.73,2021-08-05,Inactive
22104,33006,23,Savings,16271.11,2024-06-29,Active
22105,36347,23,Current,94630.62,2023-03-28,Mature
22106,13867,19,Random,17143.15,2021-02-18,Mature
22107,21699,18,Savings,94551.45,2023-08-09,Blocked
22108,28945,11,FD,8622.59,2027-06-28 19:18:46.871131,Active
22109,6239,29,Savings,27446.71,2021-03-30,Mature
22110,2071,3,Loan,76217.68,2022-05-22,Mature
22111,25553,25,FD,55759.56,2023-07-06,Inactive
22112,38887,6,Current,30281.56,2023-06-10,Mature
22113,46809,29,Savings,52575.73,2021-10-09,Blocked
22114,33369,17,Current,70985.56,2023-02-19,Inactive
22115,18476,47,FD,54114.54,2021-04-10,Active
22116,49443,29,Loan,10389.59,2024-06-23,Inactive
22117,41920,38,Savings,98216.47,2024-02-14,Mature
22118,8004,30,FD,86522.17,2025-06-30,Active
22119,43622,3,FD,42247.15,2023-01-26,Inactive
22120,48220,2,FD,76305.13,2023-07-03,Mature
22121,20877,24,FD,96787.8,2024-06-27,Active
22122,1658,43,FD,37696.27,2021-07-21,Inactive
22123,10116,48,Savings,33056.06,2023-10-24,Blocked
22124,6111,24,FD,96448.99,2021-12-10,Mature
22125,20919,18,Current,9776.17,2026-06-17 19:18:46.871131,Inactive
22126,5674,23,Current,86494.52,2024-06-03,Active
22127,48237,11,Random,5100.49,2024-11-14,Unknown
22128,23028,33,Savings,74790.17,2024-12-01,Mature
22129,30163,10,FD,47981.35,2024-08-13,Mature
22130,37710,20,Current,29446.71,2024-09-11,Active
22131,32962,13,Loan,60514.57,2021-02-21,Mature
22132,37159,10,Current,53302.2,2022-04-02,Active
22133,37972,9,Savings,40817.95,2025-05-18,Inactive
22134,2721,6,Savings,3128.25,2024-10-24,Mature
22135,23700,47,Savings,23045.81,2025-03-31,Active
22136,23360,14,Current,69384.55,2022-12-07,Blocked
22137,32572,9,Current,6649.83,2021-12-16,Active
22138,46886,6,FD,45750.63,2025-09-23,Active
22139,12601,4,FD,18927.46,2028-04-24 19:18:46.871131,Mature
22140,40917,2,Current,60102.26,2027-05-31 19:18:46.871131,Mature
22141,29901,10,FD,90787.15,2023-03-16,Inactive
22142,19388,7,Savings,39454.55,2026-04-09 19:18:46.871131,Active
22143,48027,48,Random,48971.39,2028-07-13 19:18:46.871131,Active
22144,6082,48,Checking,45773.26,2025-07-06,Blocked
22145,28637,44,Savings,11854.74,2028-03-02 19:18:46.871131,Active
22146,31567,6,FD,44128.27,2024-07-12,Closed
22147,6756,24,Current,42244.36,2024-08-02,Active
22148,17863,21,Savings,66355.57,2024-10-04,Active
22149,8828,33,FD,50876.82,2022-10-28,Closed
22150,1239,22,Savings,87018.67,2028-10-21 19:18:46.871131,Mature
22151,36361,36,Current,64148.96,2023-08-13,Mature
22152,32325,10,Current,29460.32,2021-10-05,Active
22153,3532,31,Loan,28038.32,2025-06-15,Mature
22154,12254,11,FD,67944.37,2026-08-02 19:18:46.871131,Active
22155,28206,36,Savings,44234.46,2024-02-26,Active
22156,8150,27,Savings,71780.64,2024-08-29,Active
22157,11075,6,Current,71816.09,2023-06-25,Mature
22158,13859,49,Current,59293.25,2024-05-01,Mature
22159,44521,50,FD,92220.0,2024-06-17,Mature
22160,49465,37,Savings,42841.54,2025-03-20,Inactive
22161,37070,14,FD,23369.26,2025-07-10,Active
22162,45035,32,Random,78226.08,2024-02-23,Active
22163,30369,50,Current,8966.22,2025-12-21,Closed
22164,37900,21,FD,74579.95,2022-04-26,Mature
22165,32314,9,FD,72239.65,2021-10-15,Active
22166,37671,24,Savings,7107.62,2023-07-17,Mature
22167,2515,50,Current,8566.43,2023-06-09,Unknown
22168,23666,15,Current,83406.21,2022-04-29,Active
22169,25957,6,FD,91124.15,2022-02-11,Inactive
22170,996,7,Savings,45672.73,2022-02-01,Active
22171,44514,2,FD,80019.9,2025-08-12,Active
22172,12654,19,FD,38411.84,2026-11-13 19:18:46.871131,Mature
22173,34295,50,Current,2934.14,2026-03-01 19:18:46.871131,Active
22174,24395,15,Savings,90715.23,2027-12-22 19:18:46.871131,Active
22175,1802,38,Random,71229.12,2026-05-26 19:18:46.871131,Active
22176,28871,9,FD,35337.42,2021-07-23,Active
22177,47387,49,FD,4309.35,2024-10-06,Inactive
22178,4134,2,Savings,63607.93,2022-11-30,Mature
22179,26780,20,FD,22253.94,2026-01-11,Closed
22180,893,30,Current,42601.43,2026-12-16 19:18:46.871131,Inactive
22181,40057,30,Savings,43982.12,2025-05-05,Inactive
22182,18013,47,Current,30679.55,2021-07-28,Closed
22183,28101,43,Random,87674.65,2023-12-13,Active
22184,15250,34,Current,12517.14,2025-10-19,Active
22185,13195,45,Savings,84906.63,2024-04-17,Active
22186,22519,36,FD,17694.79,2022-11-14,Blocked
22187,15589,46,Current,31761.82,2022-06-03,Mature
22188,37024,29,FD,14532.52,2021-04-09,Active
22189,38412,50,Savings,54348.12,2027-06-22 19:18:46.871131,Mature
22190,3513,11,Savings,46450.1,2024-06-28,Mature
22191,10913,20,Current,42950.74,2023-12-25,Mature
22192,27302,17,Checking,52183.72,2025-01-21,Inactive
22193,29258,3,Savings,7610.65,2023-03-17,Active
22194,34359,47,Current,28661.07,2023-03-12,Inactive
22195,792,22,Checking,12388.23,2024-03-07,Active
22196,33621,21,Random,92357.66,2026-04-12 19:18:46.871131,Inactive
22197,10030,46,Current,8874.33,2023-12-21,Mature
22198,35061,42,Current,49812.75,2021-11-17,Closed
22199,8648,43,Savings,80975.84,2025-12-14,Active
22200,30966,34,Savings,50844.46,2022-08-28,Active
22201,32433,19,Savings,44141.51,2022-08-06,Active
22202,47748,46,Savings,71402.99,2021-05-07,Unknown
22203,26967,42,Savings,34649.76,2026-01-12,Active
22204,47770,37,Checking,71861.16,2027-07-16 19:18:46.871131,Blocked
22205,6487,42,FD,36386.99,2027-10-09 19:18:46.871131,Active
22206,15508,25,FD,19798.13,2026-02-14,Closed
22207,47349,5,FD,25266.9,2026-04-30 19:18:46.871131,Active
22208,33422,32,Current,67481.07,2023-04-06,Mature
22209,47561,36,Savings,97050.73,2026-01-10,Blocked
22210,25080,37,FD,96433.84,2024-08-15,Blocked
22211,25194,38,Savings,35451.35,2026-04-16 19:18:46.871131,Unknown
22212,18387,2,Current,71000.95,2022-04-03,Unknown
22213,8787,35,Savings,93152.93,2025-04-28,Active
22214,49677,47,Savings,92792.44,2022-08-22,Blocked
22215,6158,24,FD,63649.47,2023-11-08,Active
22216,24030,19,Random,76768.16,2024-10-17,Mature
22217,26068,12,FD,30647.16,2023-05-08,Blocked
22218,18452,36,Checking,20625.0,2023-05-12,Blocked
22219,23560,17,FD,34839.08,2028-11-04 19:18:46.871131,Mature
22220,34636,40,FD,90427.48,2027-10-13 19:18:46.871131,Inactive
22221,6661,14,Savings,38673.92,2025-03-19,Active
22222,12187,40,FD,23185.23,2022-12-08,Inactive
22223,29407,7,Current,97156.4,2022-01-11,Mature
22224,43670,13,FD,49073.24,2022-07-31,Mature
22225,1258,29,Random,76594.7,2026-06-18 19:18:46.871131,Inactive
22226,39042,7,Loan,65820.79,2022-12-21,Active
22227,31028,32,Savings,7201.32,2028-07-10 19:18:46.871131,Active
22228,3496,21,Checking,35106.13,2025-05-24,Mature
22229,15209,23,Checking,37011.31,2023-01-03,Active
22230,5327,33,Loan,70323.3,2023-10-24,Active
22231,43014,24,Current,46314.58,2026-01-21,Mature
22232,12764,32,Random,91862.28,2022-03-11,Mature
22233,38001,4,Loan,56828.28,2022-08-23,Mature
22234,21585,50,FD,48360.76,2023-08-27,Closed
22235,36362,27,Savings,49031.67,2024-08-13,Mature
22236,5844,9,Savings,76637.92,2027-11-18 19:18:46.871131,Inactive
22237,31445,16,Savings,40242.05,2025-02-13,Mature
22238,49666,21,Savings,50767.38,2024-06-18,Active
22239,3424,19,Savings,92849.26,2023-09-08,Active
22240,11745,24,Checking,6053.15,2021-06-03,Inactive
22241,839,26,FD,92815.84,2025-02-20,Active
22242,39189,45,FD,92560.62,2021-10-15,Mature
22243,11636,15,Random,72945.33,2021-12-24,Mature
22244,15423,23,Loan,13387.98,2021-04-29,Active
22245,24613,6,FD,98175.6,2022-09-09,Mature
22246,48750,37,Loan,91459.66,2027-09-04 19:18:46.871131,Closed
22247,5005,23,FD,71831.41,2028-10-26 19:18:46.871131,Mature
22248,25681,29,Savings,72299.0,2022-11-30,Closed
22249,32012,18,Checking,75359.14,2023-08-07,Inactive
22250,20324,48,FD,29550.76,2021-04-29,Unknown
22251,14919,10,Savings,63324.14,2024-05-28,Unknown
22252,40274,21,FD,9558.02,2024-11-19,Mature
22253,40485,32,Current,27523.75,2021-11-28,Inactive
22254,2851,35,Current,72117.2,2028-05-03 19:18:46.871131,Active
22255,3990,22,Savings,18433.42,2022-04-12,Mature
22256,26333,22,FD,80448.78,2025-06-15,Unknown
22257,46745,40,Savings,47209.29,2022-04-12,Active
22258,15056,19,Current,55018.02,2022-03-02,Mature
22259,10376,26,Current,52037.46,2025-01-05,Unknown
22260,32545,24,Savings,30050.14,2023-01-05,Active
22261,20404,26,Current,62255.41,2023-10-13,Inactive
22262,48668,29,Current,87052.66,2022-03-12,Mature
22263,27778,40,Savings,85501.68,2021-07-14,Mature
22264,1576,19,Current,92569.75,2025-06-23,Inactive
22265,7997,30,Current,12139.08,2026-02-26 19:18:46.871131,Mature
22266,17783,32,Current,64141.09,2024-05-17,Unknown
22267,20327,24,Savings,11961.23,2022-09-25,Closed
22268,26448,42,Current,98038.23,2023-02-04,Mature
22269,48083,44,Savings,4835.04,2024-04-14,Inactive
22270,18555,27,Savings,42114.43,2025-03-19,Mature
22271,19969,47,Savings,27707.04,2024-08-08,Active
22272,24397,19,Savings,75775.27,2024-02-19,Blocked
22273,14752,27,Checking,5014.4,2023-04-09,Mature
22274,71,31,Current,43705.38,2025-10-10,Inactive
22275,26974,5,FD,95252.05,2023-10-25,Closed
22276,4972,5,Current,12577.19,2026-07-06 19:18:46.871131,Closed
22277,43928,2,FD,69547.5,2023-07-22,Active
22278,46121,3,Savings,77796.03,2028-03-13 19:18:46.871131,Active
22279,11128,40,Current,49990.42,2022-02-26,Inactive
22280,9877,40,Current,42455.19,2023-07-02,Active
22281,34676,33,Current,64353.86,2023-01-24,Closed
22282,17466,31,Savings,91994.73,2027-10-07 19:18:46.871131,Mature
22283,18873,8,Loan,1735.84,2027-04-06 19:18:46.871131,Inactive
22284,34146,17,Savings,68227.76,2023-01-31,Mature
22285,535,46,FD,38504.76,2023-07-26,Inactive
22286,8880,44,Savings,62234.91,2025-01-15,Inactive
22287,6747,37,FD,64242.87,2022-01-31,Inactive
22288,31673,9,Current,89220.42,2024-02-08,Inactive
22289,20759,41,FD,28929.51,2024-01-22,Mature
22290,30699,25,Savings,63187.75,2027-06-13 19:18:46.871131,Closed
22291,26373,5,Current,61177.36,2024-05-03,Mature
22292,31526,27,FD,95841.45,2021-12-05,Inactive
22293,32917,47,FD,67410.52,2024-01-02,Inactive
22294,36838,12,FD,10766.02,2025-07-02,Unknown
22295,43500,6,Loan,22256.38,2022-05-02,Unknown
22296,31872,49,FD,93934.39,2023-11-14,Mature
22297,17577,8,Random,75419.68,2024-07-28,Blocked
22298,45475,3,Current,37807.46,2025-11-01,Active
22299,45468,50,Savings,41729.1,2023-12-09,Inactive
22300,24753,29,Loan,19295.43,2024-09-02,Inactive
22301,43871,19,Savings,93394.06,2021-05-13,Closed
22302,37007,44,FD,79021.79,2025-03-16,Inactive
22303,14544,12,Savings,7046.18,2024-03-23,Mature
22304,32433,35,Current,42736.59,2023-05-28,Active
22305,13604,38,Current,69335.66,2024-04-10,Mature
22306,37854,43,FD,51131.94,2027-05-17 19:18:46.871131,Active
22307,45833,8,Current,95798.79,2023-09-09,Mature
22308,23519,21,Savings,58707.27,2021-12-10,Active
22309,518,4,FD,59283.41,2021-11-11,Closed
22310,3516,26,Savings,12632.84,2022-09-05,Mature
22311,28709,34,Savings,29804.45,2023-10-27,Inactive
22312,6104,31,Random,96047.4,2021-10-11,Blocked
22313,38087,21,Random,13562.54,2025-01-18,Mature
22314,4587,34,Savings,83713.8,2022-05-12,Unknown
22315,21372,17,Current,90617.16,2022-05-29,Closed
22316,165,36,Current,99728.32,2021-05-12,Blocked
22317,35157,11,FD,65985.65,2027-11-20 19:18:46.871131,Unknown
22318,42592,36,Savings,26466.17,2022-11-27,Inactive
22319,43361,29,Current,77053.19,2023-02-05,Mature
22320,22941,48,Savings,34963.93,2028-10-06 19:18:46.871131,Inactive
22321,23379,23,Current,50830.39,2028-03-28 19:18:46.871131,Active
22322,1816,38,FD,71492.68,2025-04-17,Inactive
22323,25009,25,Savings,88235.05,2023-03-13,Inactive
22324,29668,20,Current,42782.37,2025-07-09,Active
22325,6059,32,FD,71876.6,2023-03-03,Mature
22326,36372,29,Current,57036.17,2026-02-10,Active
22327,15571,49,Savings,60756.01,2022-12-06,Inactive
22328,24701,24,Current,82246.4,2024-09-16,Unknown
22329,18460,11,FD,5541.56,2027-10-09 19:18:46.871131,Active
22330,9177,37,FD,89368.99,2025-12-15,Active
22331,31262,35,Savings,78584.93,2022-07-08,Blocked
22332,13734,10,Savings,78359.08,2027-10-25 19:18:46.871131,Active
22333,27417,31,FD,80724.86,2025-12-28,Inactive
22334,3402,35,Current,98653.05,2024-03-18,Active
22335,5703,46,Current,25597.39,2022-06-03,Blocked
22336,42071,40,Savings,88945.0,2021-11-20,Active
22337,3692,6,FD,76220.36,2021-08-27,Inactive
22338,32396,23,FD,29601.85,2026-09-12 19:18:46.871131,Inactive
22339,17843,2,Checking,84815.96,2022-03-14,Mature
22340,1204,28,FD,71491.03,2023-10-15,Mature
22341,2397,25,FD,32236.49,2025-11-27,Active
22342,11937,7,Current,11165.14,2024-01-24,Inactive
22343,47376,35,Current,28439.53,2024-05-06,Active
22344,37634,28,Savings,35034.29,2028-04-19 19:18:46.871131,Inactive
22345,1731,46,Savings,90503.65,2024-02-14,Active
22346,48403,5,Current,92112.93,2022-04-02,Mature
22347,21685,18,FD,35744.53,2023-09-30,Inactive
22348,20501,14,FD,23062.95,2028-01-08 19:18:46.871131,Unknown
22349,33158,6,Savings,23498.37,2027-06-07 19:18:46.871131,Inactive
22350,24505,17,Savings,41803.49,2021-10-02,Active
22351,21710,29,FD,93502.99,2023-03-22,Active
22352,32181,43,Savings,79760.61,2024-11-22,Inactive
22353,13409,12,Savings,26931.98,2022-10-22,Active
22354,43995,48,Loan,65952.42,2022-10-06,Closed
22355,18423,44,Checking,41678.93,2021-04-08,Active
22356,45625,45,FD,24649.4,2027-02-09 19:18:46.871131,Mature
22357,8717,40,FD,28361.46,2023-12-18,Active
22358,32883,43,Current,86720.87,2025-07-22,Mature
22359,11843,14,Checking,55174.16,2024-06-01,Closed
22360,48665,23,Current,17658.91,2022-12-13,Inactive
22361,3844,31,FD,37093.32,2025-07-17,Mature
22362,1259,11,Current,7290.36,2025-12-21,Closed
22363,44419,15,Random,79902.51,2021-12-10,Active
22364,45357,26,Loan,37352.93,2025-01-12,Inactive
22365,34629,25,FD,26009.1,2021-05-13,Active
22366,10291,48,Savings,25888.28,2027-12-05 19:18:46.871131,Inactive
22367,4494,39,Current,20422.81,2022-08-06,Blocked
22368,7173,10,Checking,71233.05,2024-11-17,Mature
22369,27609,8,Random,29140.5,2021-10-26,Mature
22370,10585,23,FD,53726.23,2026-05-21 19:18:46.871131,Inactive
22371,24633,27,FD,55046.31,2026-09-17 19:18:46.871131,Active
22372,17531,26,FD,91116.25,2022-05-01,Inactive
22373,46814,13,FD,48577.47,2022-09-27,Mature
22374,36009,16,FD,44348.85,2023-06-28,Blocked
22375,1718,14,FD,26876.03,2025-08-11,Inactive
22376,15416,38,FD,5215.39,2026-01-15,Active
22377,310,13,Savings,52901.43,2023-09-07,Active
22378,6256,5,Checking,14840.44,2023-08-17,Inactive
22379,29225,40,Loan,56452.64,2022-11-16,Mature
22380,30123,6,Current,69222.56,2025-12-15,Mature
22381,26290,10,Savings,3608.89,2023-05-12,Blocked
22382,9298,13,Savings,15376.01,2026-08-24 19:18:46.871131,Inactive
22383,49739,32,Savings,43991.12,2027-06-26 19:18:46.871131,Active
22384,41399,44,Savings,95124.8,2027-03-16 19:18:46.871131,Active
22385,25264,5,Loan,25753.79,2024-04-21,Active
22386,40844,39,Checking,7876.88,2023-10-20,Blocked
22387,33538,23,Current,45621.04,2025-07-22,Active
22388,46072,45,Current,93963.0,2024-12-18,Mature
22389,37858,14,Current,68758.98,2024-12-03,Mature
22390,42470,37,FD,79370.67,2024-12-24,Mature
22391,26914,41,FD,55209.83,2021-05-08,Active
22392,47,10,Savings,73693.4,2021-10-16,Closed
22393,49232,14,Random,44019.76,2024-08-04,Inactive
22394,35651,37,Savings,69309.32,2026-12-28 19:18:46.871131,Mature
22395,1070,7,FD,2955.55,2021-03-27,Active
22396,35408,48,Savings,44952.19,2023-01-09,Active
22397,14624,46,Current,23713.16,2025-03-22,Inactive
22398,11370,26,Savings,79518.12,2027-09-27 19:18:46.871131,Active
22399,6501,16,FD,92775.06,2021-04-19,Mature
22400,47514,39,Loan,35692.87,2027-10-18 19:18:46.871131,Mature
22401,49120,33,Checking,9757.3,2023-08-15,Active
22402,36797,44,FD,37357.92,2024-04-30,Mature
22403,43359,8,FD,17228.83,2026-08-04 19:18:46.871131,Inactive
22404,47754,20,FD,48312.25,2022-04-13,Unknown
22405,29337,18,Current,92183.63,2021-08-27,Active
22406,44247,1,Checking,49064.29,2024-12-17,Mature
22407,25702,28,Current,53375.06,2025-08-31,Unknown
22408,47398,49,Savings,30055.56,2022-03-13,Mature
22409,18989,18,Current,69879.45,2023-01-29,Active
22410,43889,38,Random,19047.23,2022-11-23,Unknown
22411,10957,1,FD,76842.66,2023-04-21,Active
22412,17697,17,Current,69207.39,2021-07-12,Mature
22413,19873,4,Savings,17770.49,2022-07-01,Inactive
22414,32746,12,Savings,57778.37,2024-10-28,Mature
22415,23562,40,Random,47122.02,2022-09-22,Inactive
22416,37307,19,Current,74307.17,2024-07-31,Inactive
22417,4589,8,Current,56368.41,2025-09-10,Mature
22418,2488,21,FD,88957.46,2024-01-16,Inactive
22419,2583,36,Random,32160.86,2026-10-19 19:18:46.871131,Active
22420,17376,24,Current,96045.45,2022-01-30,Mature
22421,9570,23,Current,8015.03,2021-04-17,Inactive
22422,47742,38,Random,73596.91,2025-04-08,Inactive
22423,17616,50,FD,70353.98,2022-05-05,Active
22424,43827,34,Savings,77680.4,2024-06-20,Inactive
22425,42455,28,FD,27690.94,2021-04-20,Active
22426,8234,18,Current,16758.13,2023-05-01,Inactive
22427,7691,8,Current,40587.74,2028-07-25 19:18:46.871131,Unknown
22428,14894,21,FD,7805.26,2022-03-07,Inactive
