transaction_id,account_id,transaction_date,transaction_type,amount,channel,status,start_date,end_date
16024,67772,2024-06-30,Debit,35113.36,ATM,Success,2024-06-30,2024-07-01
16025,5963,2026-01-19,Credit,0.0,NetBanking,Failed,2026-01-19,2026-01-20
16026,4698,2026-08-05 19:18:46.871131,Credit,0.0,ATM,Success,2026-08-05 19:18:46.871131,2026-08-06 19:18:46.871131
16027,7812,2024-11-27,Debit,0.0,NetBanking,Success,2024-11-27,2024-11-28
16028,32114,2025-06-30,Debit,240.48,UPI,Success,2025-06-30,2025-07-01
16029,59608,2024-03-04,Credit,0.0,ATM,Failed,2024-03-04,2024-03-05
16030,39051,2026-08-31 19:18:46.871131,Debit,-100.0,UPI,Failed,2026-08-31 19:18:46.871131,2026-09-01 19:18:46.871131
16031,30346,2025-07-31,Credit,8467.68,ATM,Success,2025-07-31,2025-08-01
16032,51203,2025-08-09,Credit,38853.27,ATM,Failed,2025-08-09,2025-08-10
16033,28655,2025-04-14,Debit,0.0,ATM,Failed,2025-04-14,2025-04-15
16034,20924,2024-12-10,Credit,8980.32,NetBanking,Failed,2024-12-10,2024-12-11
16035,38436,2025-09-28,Debit,31175.65,UPI,Failed,2025-09-28,2025-09-29
16036,53726,2025-02-07,Credit,43475.47,UPI,Failed,2025-02-07,2025-02-08
16037,8005,2024-11-22,Debit,0.0,NetBanking,Failed,2024-11-22,2024-11-23
16038,67929,2024-11-08,Debit,37899.87,ATM,Success,2024-11-08,2024-11-09
16039,54801,2025-12-05,Credit,11396.4,UPI,Success,2025-12-05,2025-12-06
16040,21195,2024-10-11,Credit,11279.98,NetBanking,Failed,2024-10-11,2024-10-12
16041,69654,2025-11-22,Debit,0.0,ATM,Failed,2025-11-22,2025-11-23
16042,62455,2027-03-02 19:18:46.871131,Debit,5348.29,NetBanking,Failed,2027-03-02 19:18:46.871131,2027-03-03 19:18:46.871131
16043,50207,2025-04-26,Debit,46462.56,UPI,Success,2025-04-26,2025-04-27
16044,21581,2024-09-04,Credit,24908.87,UPI,Success,2024-09-04,2024-09-05
16045,15752,2026-02-08,Debit,38101.16,NetBanking,Failed,2026-02-08,2026-02-09
16046,3166,2026-10-23 19:18:46.871131,Credit,-100.0,UPI,Success,2026-10-23 19:18:46.871131,2026-10-24 19:18:46.871131
16047,41458,2025-07-09,Credit,43410.94,UPI,Failed,2025-07-09,2025-07-10
16048,29569,2026-12-27 19:18:46.871131,Credit,6972.68,UPI,Failed,2026-12-27 19:18:46.871131,2026-12-28 19:18:46.871131
16049,8183,2026-09-02 19:18:46.871131,Credit,0.0,UPI,Failed,2026-09-02 19:18:46.871131,2026-09-03 19:18:46.871131
16050,23694,2024-06-01,Credit,42846.73,ATM,Success,2024-06-01,2024-06-02
16051,34456,2024-11-24,Debit,-100.0,ATM,Success,2024-11-24,2024-11-25
16052,13156,2025-09-27,Credit,-100.0,ATM,Failed,2025-09-27,2025-09-28
16053,40803,2026-11-21 19:18:46.871131,Debit,34195.9,NetBanking,Failed,2026-11-21 19:18:46.871131,2026-11-22 19:18:46.871131
16054,68498,2024-08-07,Debit,26608.75,ATM,Success,2024-08-07,2024-08-08
16055,56730,2024-09-01,Debit,7589.04,UPI,Success,2024-09-01,2024-09-02
16056,12068,2024-12-21,Debit,36686.0,UPI,Success,2024-12-21,2024-12-22
16057,28102,2025-07-25,Debit,47113.89,ATM,Success,2025-07-25,2025-07-26
16058,45790,2024-04-02,Debit,42321.5,UPI,Failed,2024-04-02,2024-04-03
16059,24152,2025-05-14,Credit,0.0,NetBanking,Failed,2025-05-14,2025-05-15
16060,51120,2026-01-19,Credit,21847.95,NetBanking,Failed,2026-01-19,2026-01-20
16061,7776,2025-12-14,Credit,45912.68,ATM,Failed,2025-12-14,2025-12-15
16062,59550,2026-05-10 19:18:46.871131,Debit,35377.33,UPI,Failed,2026-05-10 19:18:46.871131,2026-05-11 19:18:46.871131
16063,17125,2025-08-24,Debit,1312.56,ATM,Success,2025-08-24,2025-08-25
16064,9947,2024-04-28,Credit,34601.38,NetBanking,Success,2024-04-28,2024-04-29
16065,28944,2025-02-15,Debit,-100.0,NetBanking,Success,2025-02-15,2025-02-16
16066,49614,2024-08-31,Credit,46596.05,NetBanking,Failed,2024-08-31,2024-09-01
16067,58453,2024-08-30,Credit,8496.43,UPI,Success,2024-08-30,2024-08-31
16068,46460,2025-01-15,Debit,6620.11,UPI,Failed,2025-01-15,2025-01-16
16069,9277,2025-05-16,Debit,20979.63,UPI,Success,2025-05-16,2025-05-17
16070,44651,2024-06-26,Debit,0.0,UPI,Success,2024-06-26,2024-06-27
16071,31689,2026-08-21 19:18:46.871131,Credit,12923.91,ATM,Failed,2026-08-21 19:18:46.871131,2026-08-22 19:18:46.871131
16072,48643,2026-07-26 19:18:46.871131,Credit,11388.8,UPI,Failed,2026-07-26 19:18:46.871131,2026-07-27 19:18:46.871131
16073,21764,2026-04-14 19:18:46.871131,Credit,4139.58,UPI,Success,2026-04-14 19:18:46.871131,2026-04-15 19:18:46.871131
16074,992,2027-01-09 19:18:46.871131,Debit,37229.42,UPI,Success,2027-01-09 19:18:46.871131,2027-01-10 19:18:46.871131
16075,29037,2026-01-06,Debit,6880.32,UPI,Success,2026-01-06,2026-01-07
16076,1357,2024-03-17,Credit,49109.12,ATM,Success,2024-03-17,2024-03-18
16077,33223,2025-05-17,Debit,14361.91,NetBanking,Success,2025-05-17,2025-05-18
16078,47165,2025-04-13,Debit,0.0,NetBanking,Failed,2025-04-13,2025-04-14
16079,1373,2026-02-28 19:18:46.871131,Debit,13714.88,ATM,Failed,2026-02-28 19:18:46.871131,2026-03-01 19:18:46.871131
16080,36211,2025-10-21,Credit,33976.0,ATM,Failed,2025-10-21,2025-10-22
16081,31158,2024-12-18,Credit,34599.41,ATM,Failed,2024-12-18,2024-12-19
16082,23163,2024-06-26,Debit,5877.09,NetBanking,Success,2024-06-26,2024-06-27
16083,51233,2024-10-23,Debit,5591.84,ATM,Failed,2024-10-23,2024-10-24
16084,14696,2025-07-12,Debit,10249.98,UPI,Failed,2025-07-12,2025-07-13
16085,63946,2024-12-17,Credit,40593.87,UPI,Failed,2024-12-17,2024-12-18
16086,41632,2025-02-19,Debit,29599.5,UPI,Success,2025-02-19,2025-02-20
16087,28891,2024-11-22,Credit,16340.55,NetBanking,Failed,2024-11-22,2024-11-23
16088,6267,2025-12-21,Debit,0.0,UPI,Failed,2025-12-21,2025-12-22
16089,1024,2026-07-23 19:18:46.871131,Debit,7412.51,ATM,Failed,2026-07-23 19:18:46.871131,2026-07-24 19:18:46.871131
16090,64783,2025-04-10,Debit,41662.82,NetBanking,Failed,2025-04-10,2025-04-11
16091,45832,2025-11-28,Credit,44387.51,UPI,Success,2025-11-28,2025-11-29
16092,31415,2026-05-10 19:18:46.871131,Credit,0.0,NetBanking,Success,2026-05-10 19:18:46.871131,2026-05-11 19:18:46.871131
16093,60689,2026-11-20 19:18:46.871131,Debit,21982.08,UPI,Success,2026-11-20 19:18:46.871131,2026-11-21 19:18:46.871131
16094,39469,2026-06-04 19:18:46.871131,Credit,43166.34,NetBanking,Failed,2026-06-04 19:18:46.871131,2026-06-05 19:18:46.871131
16095,10501,2026-02-16,Debit,41411.54,NetBanking,Success,2026-02-16,2026-02-17
16096,17117,2027-01-21 19:18:46.871131,Debit,16354.73,UPI,Failed,2027-01-21 19:18:46.871131,2027-01-22 19:18:46.871131
16097,30068,2025-07-25,Debit,13382.83,UPI,Success,2025-07-25,2025-07-26
16098,54466,2024-12-29,Debit,16843.13,UPI,Success,2024-12-29,2024-12-30
16099,69840,2026-01-20,Debit,18070.19,ATM,Success,2026-01-20,2026-01-21
16100,10333,2026-01-05,Credit,2202.45,NetBanking,Failed,2026-01-05,2026-01-06
16101,37933,2024-05-05,Debit,0.0,ATM,Success,2024-05-05,2024-05-06
16102,32573,2024-08-02,Credit,41160.9,UPI,Success,2024-08-02,2024-08-03
16103,26487,2025-06-29,Debit,25110.94,UPI,Success,2025-06-29,2025-06-30
16104,22246,2024-08-06,Debit,49776.09,NetBanking,Success,2024-08-06,2024-08-07
16105,2636,2024-03-26,Credit,19217.86,UPI,Success,2024-03-26,2024-03-27
16106,9552,2027-03-01 19:18:46.871131,Credit,0.0,NetBanking,Failed,2027-03-01 19:18:46.871131,2027-03-02 19:18:46.871131
16107,40537,2024-06-02,Credit,0.0,ATM,Success,2024-06-02,2024-06-03
16108,9809,2024-05-09,Debit,48739.23,NetBanking,Failed,2024-05-09,2024-05-10
16109,25858,2026-08-20 19:18:46.871131,Credit,15090.67,ATM,Success,2026-08-20 19:18:46.871131,2026-08-21 19:18:46.871131
16110,23908,2024-09-01,Credit,21453.77,UPI,Failed,2024-09-01,2024-09-02
16111,21561,2027-03-14 19:18:46.871131,Credit,0.0,NetBanking,Failed,2027-03-14 19:18:46.871131,2027-03-15 19:18:46.871131
16112,35936,2025-11-10,Credit,24541.43,ATM,Success,2025-11-10,2025-11-11
16113,25267,2026-12-12 19:18:46.871131,Credit,10168.7,UPI,Failed,2026-12-12 19:18:46.871131,2026-12-13 19:18:46.871131
16114,25178,2026-04-23 19:18:46.871131,Credit,32849.7,UPI,Failed,2026-04-23 19:18:46.871131,2026-04-24 19:18:46.871131
16115,19610,2024-02-26,Debit,32857.33,ATM,Failed,2024-02-26,2024-02-27
16116,48294,2026-01-09,Debit,33863.63,UPI,Success,2026-01-09,2026-01-10
16117,12176,2025-06-06,Credit,17823.79,ATM,Success,2025-06-06,2025-06-07
16118,11639,2024-11-26,Credit,-100.0,UPI,Failed,2024-11-26,2024-11-27
16119,615,2025-02-03,Credit,32637.67,UPI,Failed,2025-02-03,2025-02-04
16120,12312,2024-02-23,Debit,41984.68,NetBanking,Success,2024-02-23,2024-02-24
16121,31450,2025-01-08,Credit,25011.73,UPI,Success,2025-01-08,2025-01-09
16122,32094,2025-09-29,Debit,34091.12,NetBanking,Success,2025-09-29,2025-09-30
16123,47308,2024-03-24,Credit,0.0,UPI,Success,2024-03-24,2024-03-25
16124,25884,2024-05-19,Debit,0.0,ATM,Failed,2024-05-19,2024-05-20
16125,41495,2025-09-28,Debit,34448.69,ATM,Failed,2025-09-28,2025-09-29
16126,42742,2025-09-20,Debit,0.0,NetBanking,Failed,2025-09-20,2025-09-21
16127,18079,2025-12-31,Credit,8508.59,UPI,Success,2025-12-31,2026-01-01
16128,26211,2025-12-18,Debit,12425.87,ATM,Success,2025-12-18,2025-12-19
16129,55349,2026-03-30 19:18:46.871131,Credit,30684.09,ATM,Failed,2026-03-30 19:18:46.871131,2026-03-31 19:18:46.871131
16130,45210,2026-11-08 19:18:46.871131,Credit,9099.68,UPI,Failed,2026-11-08 19:18:46.871131,2026-11-09 19:18:46.871131
16131,39725,2024-09-17,Credit,37880.85,ATM,Success,2024-09-17,2024-09-18
16132,27479,2025-12-07,Credit,-100.0,NetBanking,Success,2025-12-07,2025-12-08
16133,25261,2024-04-17,Debit,20156.79,UPI,Success,2024-04-17,2024-04-18
16134,50949,2025-05-10,Credit,-100.0,UPI,Success,2025-05-10,2025-05-11
16135,40701,2024-12-10,Credit,24162.56,ATM,Success,2024-12-10,2024-12-11
16136,19451,2026-09-21 19:18:46.871131,Debit,24325.94,ATM,Failed,2026-09-21 19:18:46.871131,2026-09-22 19:18:46.871131
16137,19247,2025-05-20,Credit,9644.7,ATM,Success,2025-05-20,2025-05-21
16138,61323,2024-09-17,Credit,22611.76,UPI,Failed,2024-09-17,2024-09-18
16139,41295,2026-02-04,Debit,47085.18,UPI,Failed,2026-02-04,2026-02-05
16140,50405,2025-10-03,Debit,16076.05,UPI,Failed,2025-10-03,2025-10-04
16141,3164,2025-06-06,Debit,12112.35,UPI,Success,2025-06-06,2025-06-07
16142,31153,2025-09-28,Credit,15127.41,NetBanking,Success,2025-09-28,2025-09-29
16143,23134,2024-10-13,Debit,31339.79,NetBanking,Failed,2024-10-13,2024-10-14
16144,15182,2027-03-28 19:18:46.871131,Debit,3454.44,ATM,Success,2027-03-28 19:18:46.871131,2027-03-29 19:18:46.871131
16145,28283,2027-04-05 19:18:46.871131,Debit,43963.57,ATM,Success,2027-04-05 19:18:46.871131,2027-04-06 19:18:46.871131
16146,66840,2026-05-27 19:18:46.871131,Debit,39236.71,NetBanking,Success,2026-05-27 19:18:46.871131,2026-05-28 19:18:46.871131
16147,16254,2027-03-19 19:18:46.871131,Debit,0.0,UPI,Success,2027-03-19 19:18:46.871131,2027-03-20 19:18:46.871131
16148,8824,2025-04-24,Debit,49604.94,UPI,Failed,2025-04-24,2025-04-25
16149,13617,2025-08-28,Credit,18081.4,UPI,Success,2025-08-28,2025-08-29
16150,14708,2025-04-05,Credit,26122.59,UPI,Failed,2025-04-05,2025-04-06
16151,66362,2026-07-29 19:18:46.871131,Credit,12770.09,NetBanking,Success,2026-07-29 19:18:46.871131,2026-07-30 19:18:46.871131
16152,1071,2025-09-18,Credit,35438.59,ATM,Failed,2025-09-18,2025-09-19
16153,40208,2024-05-19,Debit,22048.61,UPI,Failed,2024-05-19,2024-05-20
16154,39052,2024-07-24,Debit,46989.02,UPI,Success,2024-07-24,2024-07-25
16155,37362,2026-01-07,Credit,-100.0,NetBanking,Success,2026-01-07,2026-01-08
16156,12698,2026-02-09,Debit,4347.52,NetBanking,Failed,2026-02-09,2026-02-10
16157,28013,2025-05-20,Debit,33222.85,NetBanking,Failed,2025-05-20,2025-05-21
16158,18923,2024-10-07,Credit,27209.16,ATM,Failed,2024-10-07,2024-10-08
16159,27711,2025-05-23,Credit,37819.78,NetBanking,Failed,2025-05-23,2025-05-24
16160,53512,2025-01-28,Debit,39290.74,ATM,Success,2025-01-28,2025-01-29
16161,7935,2024-03-01,Credit,35192.32,UPI,Failed,2024-03-01,2024-03-02
16162,8361,2025-05-30,Debit,6103.83,ATM,Success,2025-05-30,2025-05-31
16163,57893,2025-09-12,Debit,6176.42,NetBanking,Failed,2025-09-12,2025-09-13
16164,25659,2025-06-26,Debit,47303.29,UPI,Failed,2025-06-26,2025-06-27
16165,38478,2024-04-07,Debit,43793.02,ATM,Success,2024-04-07,2024-04-08
16166,23044,2025-06-12,Debit,-100.0,ATM,Success,2025-06-12,2025-06-13
16167,48468,2026-08-04 19:18:46.871131,Debit,10512.53,UPI,Failed,2026-08-04 19:18:46.871131,2026-08-05 19:18:46.871131
16168,6568,2024-09-23,Debit,18146.89,UPI,Success,2024-09-23,2024-09-24
16169,51835,2025-07-31,Credit,42452.37,NetBanking,Success,2025-07-31,2025-08-01
16170,55068,2027-02-15 19:18:46.871131,Debit,16374.26,NetBanking,Failed,2027-02-15 19:18:46.871131,2027-02-16 19:18:46.871131
16171,51273,2025-06-08,Credit,30761.27,ATM,Success,2025-06-08,2025-06-09
16172,46703,2025-01-01,Credit,17489.43,ATM,Failed,2025-01-01,2025-01-02
16173,51967,2025-11-22,Credit,13878.85,UPI,Failed,2025-11-22,2025-11-23
16174,56840,2025-06-04,Credit,35339.19,UPI,Success,2025-06-04,2025-06-05
16175,66314,2025-12-18,Debit,22423.81,NetBanking,Failed,2025-12-18,2025-12-19
16176,27627,2026-01-24,Debit,-100.0,NetBanking,Success,2026-01-24,2026-01-25
16177,26650,2026-05-20 19:18:46.871131,Debit,40245.66,ATM,Failed,2026-05-20 19:18:46.871131,2026-05-21 19:18:46.871131
16178,67780,2027-02-22 19:18:46.871131,Credit,25616.12,NetBanking,Success,2027-02-22 19:18:46.871131,2027-02-23 19:18:46.871131
16179,48995,2024-07-15,Credit,36404.97,NetBanking,Success,2024-07-15,2024-07-16
16180,56036,2027-02-06 19:18:46.871131,Credit,4348.38,UPI,Failed,2027-02-06 19:18:46.871131,2027-02-07 19:18:46.871131
16181,25492,2025-12-10,Debit,16619.49,NetBanking,Success,2025-12-10,2025-12-11
16182,29385,2025-10-20,Credit,21174.29,UPI,Failed,2025-10-20,2025-10-21
16183,19040,2026-05-22 19:18:46.871131,Debit,7489.55,ATM,Success,2026-05-22 19:18:46.871131,2026-05-23 19:18:46.871131
16184,63103,2026-01-20,Debit,16873.56,NetBanking,Success,2026-01-20,2026-01-21
16185,463,2025-09-01,Debit,48480.36,NetBanking,Failed,2025-09-01,2025-09-02
16186,55319,2026-06-18 19:18:46.871131,Credit,2086.15,UPI,Success,2026-06-18 19:18:46.871131,2026-06-19 19:18:46.871131
16187,57341,2024-12-19,Debit,0.0,ATM,Success,2024-12-19,2024-12-20
16188,34641,2025-07-28,Credit,7974.82,UPI,Failed,2025-07-28,2025-07-29
16189,66170,2026-01-01,Debit,0.0,UPI,Success,2026-01-01,2026-01-02
16190,4587,2024-05-07,Debit,7308.74,NetBanking,Success,2024-05-07,2024-05-08
16191,65722,2025-01-26,Credit,4006.29,NetBanking,Failed,2025-01-26,2025-01-27
16192,59275,2027-06-12 19:18:46.871131,Debit,45679.26,UPI,Failed,2027-06-12 19:18:46.871131,2027-06-13 19:18:46.871131
16193,17011,2024-10-06,Credit,43131.87,NetBanking,Failed,2024-10-06,2024-10-07
16194,58896,2024-07-28,Credit,37429.28,UPI,Failed,2024-07-28,2024-07-29
16195,46404,2025-05-01,Credit,39393.33,UPI,Failed,2025-05-01,2025-05-02
16196,25882,2025-08-14,Debit,21985.65,NetBanking,Failed,2025-08-14,2025-08-15
16197,26453,2024-08-02,Credit,34262.35,UPI,Failed,2024-08-02,2024-08-03
16198,35809,2025-09-03,Credit,32781.58,UPI,Failed,2025-09-03,2025-09-04
16199,44823,2024-12-16,Debit,45275.89,ATM,Success,2024-12-16,2024-12-17
16200,47170,2026-01-10,Debit,22385.42,ATM,Failed,2026-01-10,2026-01-11
16201,13440,2025-12-26,Debit,18123.46,UPI,Failed,2025-12-26,2025-12-27
16202,516,2024-04-18,Debit,18495.33,UPI,Success,2024-04-18,2024-04-19
16203,38027,2025-10-06,Debit,1550.9,ATM,Failed,2025-10-06,2025-10-07
16204,14753,2025-10-01,Debit,12930.15,ATM,Failed,2025-10-01,2025-10-02
16205,32765,2025-12-07,Credit,-100.0,ATM,Failed,2025-12-07,2025-12-08
16206,23420,2025-04-04,Debit,33850.0,ATM,Failed,2025-04-04,2025-04-05
16207,15321,2024-11-12,Debit,-100.0,UPI,Success,2024-11-12,2024-11-13
16208,57105,2026-04-17 19:18:46.871131,Credit,40247.24,UPI,Failed,2026-04-17 19:18:46.871131,2026-04-18 19:18:46.871131
16209,42759,2024-07-14,Debit,13175.33,ATM,Success,2024-07-14,2024-07-15
16210,62597,2024-08-06,Debit,12001.79,UPI,Success,2024-08-06,2024-08-07
16211,31079,2025-03-13,Debit,37934.76,NetBanking,Failed,2025-03-13,2025-03-14
16212,28281,2025-04-19,Debit,45192.02,ATM,Failed,2025-04-19,2025-04-20
16213,32979,2025-09-29,Credit,946.31,ATM,Success,2025-09-29,2025-09-30
16214,2688,2025-04-25,Debit,20386.9,NetBanking,Success,2025-04-25,2025-04-26
16215,27938,2025-11-30,Debit,30960.05,UPI,Success,2025-11-30,2025-12-01
16216,53313,2025-04-15,Credit,-100.0,ATM,Failed,2025-04-15,2025-04-16
16217,51550,2024-06-04,Debit,18988.88,UPI,Failed,2024-06-04,2024-06-05
16218,20500,2024-11-12,Credit,-100.0,ATM,Success,2024-11-12,2024-11-13
16219,3263,2024-10-06,Debit,33096.91,NetBanking,Failed,2024-10-06,2024-10-07
16220,69920,2025-08-18,Debit,25503.78,UPI,Success,2025-08-18,2025-08-19
16221,41972,2025-04-23,Credit,10166.81,UPI,Failed,2025-04-23,2025-04-24
16222,55792,2024-10-29,Credit,4155.27,UPI,Failed,2024-10-29,2024-10-30
16223,20081,2024-12-13,Debit,24664.5,ATM,Failed,2024-12-13,2024-12-14
16224,28419,2025-01-28,Debit,32650.43,UPI,Success,2025-01-28,2025-01-29
16225,63208,2024-04-03,Debit,25143.94,UPI,Success,2024-04-03,2024-04-04
16226,44296,2025-07-15,Credit,37168.8,ATM,Success,2025-07-15,2025-07-16
16227,32495,2025-07-28,Debit,4182.34,ATM,Failed,2025-07-28,2025-07-29
16228,20545,2027-06-03 19:18:46.871131,Debit,-100.0,NetBanking,Failed,2027-06-03 19:18:46.871131,2027-06-04 19:18:46.871131
16229,45587,2024-08-19,Credit,43420.08,NetBanking,Failed,2024-08-19,2024-08-20
16230,48471,2024-06-23,Credit,29043.76,ATM,Success,2024-06-23,2024-06-24
16231,7316,2025-08-14,Credit,0.0,UPI,Success,2025-08-14,2025-08-15
16232,69902,2026-02-01,Credit,19025.86,UPI,Failed,2026-02-01,2026-02-02
16233,15709,2025-07-18,Credit,0.0,NetBanking,Success,2025-07-18,2025-07-19
16234,58310,2025-03-22,Credit,48032.11,UPI,Failed,2025-03-22,2025-03-23
16235,38251,2025-03-02,Credit,47788.79,ATM,Success,2025-03-02,2025-03-03
16236,13812,2025-10-16,Debit,12253.36,NetBanking,Success,2025-10-16,2025-10-17
16237,64096,2025-05-04,Credit,18510.71,ATM,Success,2025-05-04,2025-05-05
16238,25949,2025-02-11,Debit,21539.88,UPI,Failed,2025-02-11,2025-02-12
16239,51027,2024-08-19,Debit,1564.06,NetBanking,Success,2024-08-19,2024-08-20
16240,50406,2025-09-02,Credit,38956.34,NetBanking,Success,2025-09-02,2025-09-03
16241,13694,2024-09-23,Credit,0.0,ATM,Success,2024-09-23,2024-09-24
16242,21561,2025-12-18,Debit,39842.64,ATM,Failed,2025-12-18,2025-12-19
16243,41238,2026-03-15 19:18:46.871131,Debit,35692.88,ATM,Success,2026-03-15 19:18:46.871131,2026-03-16 19:18:46.871131
16244,26230,2024-06-25,Credit,15655.96,ATM,Success,2024-06-25,2024-06-26
16245,37765,2025-12-27,Credit,39115.81,NetBanking,Failed,2025-12-27,2025-12-28
16246,21694,2024-04-12,Credit,38163.91,ATM,Failed,2024-04-12,2024-04-13
16247,6433,2027-02-24 19:18:46.871131,Credit,19109.77,UPI,Success,2027-02-24 19:18:46.871131,2027-02-25 19:18:46.871131
16248,15208,2025-04-15,Credit,21001.51,NetBanking,Failed,2025-04-15,2025-04-16
16249,25863,2026-06-29 19:18:46.871131,Credit,-100.0,ATM,Success,2026-06-29 19:18:46.871131,2026-06-30 19:18:46.871131
16250,16173,2026-07-09 19:18:46.871131,Credit,18973.56,ATM,Success,2026-07-09 19:18:46.871131,2026-07-10 19:18:46.871131
16251,10427,2024-07-17,Debit,5258.07,NetBanking,Success,2024-07-17,2024-07-18
16252,54907,2024-09-27,Credit,-100.0,ATM,Success,2024-09-27,2024-09-28
16253,66826,2025-10-02,Credit,704.59,UPI,Failed,2025-10-02,2025-10-03
16254,36659,2024-12-08,Debit,-100.0,ATM,Failed,2024-12-08,2024-12-09
16255,4568,2025-02-24,Credit,30037.11,NetBanking,Success,2025-02-24,2025-02-25
16256,49310,2025-01-29,Debit,-100.0,NetBanking,Success,2025-01-29,2025-01-30
16257,24622,2025-05-09,Credit,41730.09,NetBanking,Success,2025-05-09,2025-05-10
16258,37493,2024-04-12,Credit,36198.52,NetBanking,Success,2024-04-12,2024-04-13
16259,44925,2024-10-22,Debit,4838.38,UPI,Success,2024-10-22,2024-10-23
16260,12929,2025-09-02,Credit,32527.62,ATM,Failed,2025-09-02,2025-09-03
16261,39475,2024-02-25,Debit,49152.78,UPI,Success,2024-02-25,2024-02-26
16262,35315,2026-07-28 19:18:46.871131,Debit,38994.25,UPI,Failed,2026-07-28 19:18:46.871131,2026-07-29 19:18:46.871131
16263,62931,2024-04-27,Credit,30219.98,UPI,Failed,2024-04-27,2024-04-28
16264,16921,2026-02-10,Debit,41659.34,ATM,Success,2026-02-10,2026-02-11
16265,56856,2025-09-16,Debit,35917.67,NetBanking,Failed,2025-09-16,2025-09-17
16266,64820,2025-11-19,Credit,39035.8,ATM,Success,2025-11-19,2025-11-20
16267,8715,2025-11-24,Debit,26651.72,UPI,Failed,2025-11-24,2025-11-25
16268,64300,2026-08-21 19:18:46.871131,Debit,4002.71,NetBanking,Success,2026-08-21 19:18:46.871131,2026-08-22 19:18:46.871131
16269,62321,2024-12-08,Credit,26967.49,ATM,Success,2024-12-08,2024-12-09
16270,26676,2027-05-24 19:18:46.871131,Credit,29658.98,NetBanking,Failed,2027-05-24 19:18:46.871131,2027-05-25 19:18:46.871131
16271,40578,2025-12-08,Debit,16187.15,NetBanking,Failed,2025-12-08,2025-12-09
16272,33626,2025-12-13,Credit,5480.3,NetBanking,Failed,2025-12-13,2025-12-14
16273,51340,2027-07-03 19:18:46.871131,Debit,38668.99,UPI,Failed,2027-07-03 19:18:46.871131,2027-07-04 19:18:46.871131
16274,1877,2026-02-22 19:18:46.871131,Credit,11748.94,ATM,Failed,2026-02-22 19:18:46.871131,2026-02-23 19:18:46.871131
16275,49532,2026-02-26 19:18:46.871131,Debit,0.0,NetBanking,Success,2026-02-26 19:18:46.871131,2026-02-27 19:18:46.871131
16276,53946,2025-01-06,Debit,13378.01,ATM,Failed,2025-01-06,2025-01-07
16277,12905,2027-04-02 19:18:46.871131,Credit,47280.45,UPI,Failed,2027-04-02 19:18:46.871131,2027-04-03 19:18:46.871131
16278,39021,2024-03-29,Debit,42034.36,NetBanking,Failed,2024-03-29,2024-03-30
16279,31620,2025-06-19,Credit,28909.05,UPI,Failed,2025-06-19,2025-06-20
16280,53882,2025-06-10,Debit,2163.85,ATM,Success,2025-06-10,2025-06-11
16281,66281,2024-09-12,Debit,723.51,NetBanking,Failed,2024-09-12,2024-09-13
16282,38947,2026-10-20 19:18:46.871131,Credit,26223.97,ATM,Success,2026-10-20 19:18:46.871131,2026-10-21 19:18:46.871131
16283,24829,2025-09-05,Debit,16913.93,ATM,Success,2025-09-05,2025-09-06
16284,2209,2025-04-05,Credit,6084.68,NetBanking,Success,2025-04-05,2025-04-06
16285,58340,2025-03-09,Debit,12342.3,UPI,Failed,2025-03-09,2025-03-10
16286,36574,2024-12-04,Debit,4232.07,ATM,Success,2024-12-04,2024-12-05
16287,49394,2025-08-08,Debit,32476.12,UPI,Failed,2025-08-08,2025-08-09
16288,62375,2026-06-09 19:18:46.871131,Debit,27333.24,NetBanking,Failed,2026-06-09 19:18:46.871131,2026-06-10 19:18:46.871131
16289,65848,2024-04-28,Debit,2975.77,ATM,Failed,2024-04-28,2024-04-29
16290,884,2024-10-13,Credit,37466.44,NetBanking,Failed,2024-10-13,2024-10-14
16291,59416,2024-09-03,Credit,26738.13,ATM,Failed,2024-09-03,2024-09-04
16292,13961,2024-04-25,Credit,17145.12,UPI,Failed,2024-04-25,2024-04-26
16293,32975,2026-04-10 19:18:46.871131,Debit,-100.0,NetBanking,Failed,2026-04-10 19:18:46.871131,2026-04-11 19:18:46.871131
16294,14127,2025-12-22,Debit,34540.0,ATM,Failed,2025-12-22,2025-12-23
16295,13126,2025-12-08,Credit,38710.68,NetBanking,Failed,2025-12-08,2025-12-09
16296,69158,2025-05-26,Credit,22404.66,NetBanking,Success,2025-05-26,2025-05-27
16297,22216,2025-12-11,Credit,-100.0,UPI,Failed,2025-12-11,2025-12-12
16298,41678,2026-01-16,Debit,6218.14,UPI,Success,2026-01-16,2026-01-17
16299,55002,2025-05-20,Debit,42943.36,ATM,Success,2025-05-20,2025-05-21
16300,9484,2024-08-17,Debit,-100.0,NetBanking,Failed,2024-08-17,2024-08-18
16301,11991,2024-10-13,Debit,25253.98,UPI,Success,2024-10-13,2024-10-14
16302,67798,2025-03-20,Debit,0.0,NetBanking,Failed,2025-03-20,2025-03-21
16303,18875,2025-01-15,Debit,12282.65,UPI,Failed,2025-01-15,2025-01-16
16304,7885,2024-10-30,Credit,0.0,UPI,Failed,2024-10-30,2024-10-31
16305,34826,2027-06-12 19:18:46.871131,Debit,2451.71,UPI,Success,2027-06-12 19:18:46.871131,2027-06-13 19:18:46.871131
